time_difference,公告日期,证券代码,证券简称,违规年度
1.0,2018,2079,苏州固锝,2017.0
3.0,2023,688086,*ST 紫晶,2020.0
1.0,2018,300267,尔康制药,2017.0
0.0,2018,2083,孚日股份,2018.0
2.0,2023,688086,*ST 紫晶,2021.0
2.0,2022,603390,通达电气,2020.0
1.0,2021,2085,万丰奥威,2020.0
2.0,2023,688090,瑞松科技,2021.0
6.0,2020,600416,*ST 湘电,2014.0
3.0,2021,2086,*ST 东洋,2018.0
1.0,2023,688137,近岸蛋白,2022.0
5.0,2020,600416,*ST 湘电,2015.0
2.0,2021,2086,*ST 东洋,2019.0
3.0,2023,688189,南新制药,2020.0
4.0,2020,600416,*ST 湘电,2016.0
1.0,2021,2086,*ST 东洋,2020.0
2.0,2023,688189,南新制药,2021.0
3.0,2020,600416,*ST 湘电,2017.0
1.0,2022,2087,新野纺织,2021.0
3.0,2023,688555,*ST 泽达,2020.0
2.0,2020,600416,*ST 湘电,2018.0
2.0,2018,2088,鲁阳节能,2016.0
2.0,2023,688555,*ST 泽达,2021.0
1.0,2020,600416,*ST 湘电,2019.0
1.0,2018,2088,鲁阳节能,2017.0
2.0,2023,688565,力源科技,2021.0
1.0,2019,587,金洲慈航,2018.0
9.0,2023,2089,ST 新海,2014.0
2.0,2023,688701,卓锦股份,2021.0
8.0,2023,2089,ST 新海,2015.0
7.0,2023,2089,ST 新海,2016.0
2.0,2023,688711,宏微科技,2021.0
6.0,2023,2089,ST 新海,2017.0
2.0,2023,688737,中自科技,2021.0
5.0,2023,2089,ST 新海,2018.0
2.0,2022,835184,国源科技,2020.0
2.0,2020,600393,粤泰股份,2018.0
4.0,2023,2089,ST 新海,2019.0
1.0,2022,835184,国源科技,2021.0
1.0,2019,2094,青岛金王,2018.0
3.0,2023,2089,ST 新海,2020.0
3.0,2021,836077,吉林碳谷,2018.0
0.0,2019,2094,青岛金王,2019.0
2.0,2017,2092,中泰化学,2015.0
2.0,2021,836077,吉林碳谷,2019.0
1.0,2017,2092,中泰化学,2016.0
1.0,2021,836077,吉林碳谷,2020.0
2.0,2022,2640,*ST 跨境,2020.0
1.0,2021,2094,青岛金王,2020.0
5.0,2023,838402,硅烷科技,2018.0
0.0,2021,2094,青岛金王,2021.0
4.0,2023,838402,硅烷科技,2019.0
1.0,2021,300766,每日互动,2020.0
1.0,2021,2095,生意宝,2020.0
3.0,2023,838402,硅烷科技,2020.0
1.0,2018,300169,天晟新材,2017.0
3.0,2020,2098,浔兴股份,2017.0
2.0,2023,838402,硅烷科技,2021.0
0.0,2018,300169,天晟新材,2018.0
0.0,2018,2099,海翔药业,2018.0
3.0,2019,870436,大地电气,2016.0
5.0,2020,2102,ST 冠福,2015.0
4.0,2020,2102,ST 冠福,2016.0
3.0,2022,600463,空港股份,2019.0
3.0,2020,2102,ST 冠福,2017.0
2.0,2022,600463,空港股份,2020.0
2.0,2020,2102,ST 冠福,2018.0
1.0,2021,2104,恒宝股份,2020.0
2.0,2020,2107,沃华医药,2018.0
1.0,2020,2107,沃华医药,2019.0
2.0,2020,603290,斯达半导,2018.0
0.0,2020,2107,沃华医药,2020.0
2.0,2022,2699,美盛文化,2020.0
2.0,2018,2110,三钢闽光,2016.0
6.0,2023,2176,江特电机,2017.0
1.0,2018,2110,三钢闽光,2017.0
5.0,2023,2176,江特电机,2018.0
0.0,2022,2112,三变科技,2022.0
5.0,2022,300094,国联水产,2017.0
6.0,2022,2113,ST 天润,2016.0
4.0,2022,300094,国联水产,2018.0
5.0,2022,2113,ST 天润,2017.0
3.0,2022,300094,国联水产,2019.0
4.0,2022,2113,ST 天润,2018.0
3.0,2021,600711,盛屯矿业,2018.0
2.0,2020,2114,罗平锌电,2018.0
2.0,2021,600711,盛屯矿业,2019.0
4.0,2019,2121,科陆电子,2015.0
2.0,2020,600804,鹏博士,2018.0
3.0,2019,2121,科陆电子,2016.0
1.0,2018,600687,刚泰控股,2017.0
2.0,2019,2121,科陆电子,2017.0
2.0,2023,601179,中国西电,2021.0
1.0,2019,2121,科陆电子,2018.0
2.0,2019,300356,光一科技,2017.0
0.0,2019,2121,科陆电子,2019.0
1.0,2019,300356,光一科技,2018.0
3.0,2020,2122,*ST 天马,2017.0
2.0,2021,2123,梦网科技,2019.0
2.0,2019,2584,西陇科学,2017.0
0.0,2018,2124,天邦股份,2018.0
1.0,2017,2127,南极电商,2016.0
2.0,2020,300300,汉鼎宇佑,2018.0
2.0,2022,2131,利欧股份,2020.0
1.0,2020,300300,汉鼎宇佑,2019.0
1.0,2018,2132,恒星科技,2017.0
,2020,300300,汉鼎宇佑,
0.0,2018,2132,恒星科技,2018.0
3.0,2023,2135,东南网架,2020.0
3.0,2020,2137,麦达数字,2017.0
2.0,2020,2137,麦达数字,2018.0
3.0,2018,601216,君正集团,2015.0
1.0,2020,2137,麦达数字,2019.0
2.0,2018,601216,君正集团,2016.0
4.0,2021,2140,东华科技,2017.0
1.0,2021,300362,天翔退,2020.0
3.0,2021,2141,贤丰控股,2018.0
2.0,2019,600651,飞乐音响,2017.0
2.0,2021,2141,贤丰控股,2019.0
0.0,2018,2143,印纪传媒,2018.0
1.0,2022,2146,荣盛发展,2021.0
3.0,2023,600069,退市银鸽,2020.0
5.0,2021,2147,*ST 新光,2016.0
3.0,2021,2147,*ST 新光,2018.0
9.0,2022,600999,招商证券,2013.0
0.0,2019,2149,西部材料,2019.0
8.0,2022,600999,招商证券,2014.0
2.0,2022,2151,北斗星通,2020.0
2.0,2022,600139,*ST 西源,2020.0
1.0,2022,2151,北斗星通,2021.0
1.0,2022,600139,*ST 西源,2021.0
0.0,2022,2151,北斗星通,2022.0
4.0,2020,603838,四通股份,2016.0
1.0,2021,2153,石基信息,2020.0
3.0,2020,603838,四通股份,2017.0
0.0,2022,2157,正邦科技,2022.0
2.0,2020,603838,四通股份,2018.0
1.0,2023,2159,三特索道,2022.0
2.0,2021,782,美达股份,2019.0
1.0,2021,2160,常铝股份,2020.0
3.0,2019,600677,航天通信,2016.0
5.0,2017,2161,远望谷,2012.0
2.0,2019,600677,航天通信,2017.0
4.0,2017,2161,远望谷,2013.0
3.0,2021,300297,蓝盾股份,2018.0
3.0,2017,2161,远望谷,2014.0
2.0,2021,300297,蓝盾股份,2019.0
2.0,2018,2163,中航三鑫,2016.0
1.0,2021,600540,新赛股份,2020.0
1.0,2018,2163,中航三鑫,2017.0
12.0,2022,300104,乐视退,2010.0
7.0,2021,2164,宁波东力,2014.0
11.0,2022,300104,乐视退,2011.0
6.0,2021,2164,宁波东力,2015.0
10.0,2022,300104,乐视退,2012.0
5.0,2021,2164,宁波东力,2016.0
9.0,2022,300104,乐视退,2013.0
4.0,2021,2164,宁波东力,2017.0
8.0,2022,300104,乐视退,2014.0
3.0,2021,2164,宁波东力,2018.0
6.0,2021,600074,退市保千,2015.0
1.0,2018,2166,莱茵生物,2017.0
5.0,2021,600074,退市保千,2016.0
5.0,2021,2167,东方锆业,2016.0
5.0,2021,600712,南宁百货,2016.0
1.0,2021,2167,东方锆业,2020.0
4.0,2021,600712,南宁百货,2017.0
0.0,2021,2167,东方锆业,2021.0
3.0,2021,600712,南宁百货,2018.0
1.0,2021,2168,惠程科技,2020.0
0.0,2021,2168,惠程科技,2021.0
4.0,2019,2170,芭田股份,2015.0
3.0,2019,2170,芭田股份,2016.0
2.0,2019,2170,芭田股份,2017.0
3.0,2022,600310,桂东电力,2019.0
1.0,2023,2172,澳洋健康,2022.0
3.0,2020,2618,丹邦科技,2017.0
3.0,2019,2173,创新医疗,2016.0
2.0,2020,2618,丹邦科技,2018.0
0.0,2019,2173,创新医疗,2019.0
1.0,2020,2618,丹邦科技,2019.0
1.0,2021,2174,游族网络,2020.0
2.0,2022,600748,上实发展,2020.0
0.0,2021,2174,游族网络,2021.0
1.0,2022,600748,上实发展,2021.0
3.0,2021,2175,*ST 东网,2018.0
1.0,2022,638,*ST 万方,2021.0
2.0,2021,2175,*ST 东网,2019.0
5.0,2022,2176,江特电机,2017.0
2.0,2021,600821,*ST 劝业,2019.0
4.0,2022,2176,江特电机,2018.0
2.0,2020,300056,中创环保,2018.0
1.0,2023,2178,延华智能,2022.0
1.0,2020,300056,中创环保,2019.0
0.0,2023,2178,延华智能,2023.0
3.0,2020,2369,卓翼科技,2017.0
1.0,2017,2180,纳思达,2016.0
2.0,2020,2369,卓翼科技,2018.0
10.0,2021,2181,粤传媒,2011.0
1.0,2020,2369,卓翼科技,2019.0
9.0,2021,2181,粤传媒,2012.0
3.0,2022,603991,至正股份,2019.0
8.0,2021,2181,粤传媒,2013.0
1.0,2020,300317,珈伟新能,2019.0
7.0,2021,2181,粤传媒,2014.0
5.0,2020,566,海南海药,2015.0
6.0,2021,2181,粤传媒,2015.0
4.0,2020,566,海南海药,2016.0
2.0,2017,2183,怡亚通,2015.0
3.0,2020,566,海南海药,2017.0
1.0,2017,2183,怡亚通,2016.0
1.0,2020,566,海南海药,2019.0
3.0,2020,2188,ST 巴士,2017.0
1.0,2019,300100,双林股份,2018.0
4.0,2018,2190,成飞集成,2014.0
3.0,2021,600355,精伦电子,2018.0
3.0,2018,2190,成飞集成,2015.0
2.0,2021,600355,精伦电子,2019.0
2.0,2018,2190,成飞集成,2016.0
3.0,2018,600107,美尔雅,2015.0
2.0,2020,2192,融捷股份,2018.0
2.0,2018,600107,美尔雅,2016.0
2.0,2022,2193,如意集团,2020.0
1.0,2018,600107,美尔雅,2017.0
1.0,2022,2193,如意集团,2021.0
4.0,2021,2535,*ST 林重,2017.0
0.0,2022,2193,如意集团,2022.0
1.0,2017,2194,武汉凡谷,2016.0
6.0,2023,2629,仁智股份,2017.0
0.0,2019,2196,方正电机,2019.0
1.0,2020,2642,荣联科技,2019.0
4.0,2018,2197,证通电子,2014.0
3.0,2018,2197,证通电子,2015.0
5.0,2021,670,*ST 盈方,2016.0
2.0,2018,2197,证通电子,2016.0
1.0,2018,2197,证通电子,2017.0
6.0,2022,2770,*ST 科迪,2016.0
9.0,2020,2198,嘉应制药,2011.0
5.0,2022,2770,*ST 科迪,2017.0
8.0,2020,2198,嘉应制药,2012.0
4.0,2022,2770,*ST 科迪,2018.0
7.0,2020,2198,嘉应制药,2013.0
6.0,2020,2198,嘉应制药,2014.0
5.0,2020,2198,嘉应制药,2015.0
4.0,2020,2198,嘉应制药,2016.0
1.0,2020,600882,妙可蓝多,2019.0
3.0,2020,2198,嘉应制药,2017.0
4.0,2017,2199,东晶电子,2013.0
3.0,2022,600172,黄河旋风,2019.0
3.0,2017,2199,东晶电子,2014.0
2.0,2022,600172,黄河旋风,2020.0
2.0,2017,2199,东晶电子,2015.0
1.0,2021,510,新金路,2020.0
1.0,2017,2199,东晶电子,2016.0
1.0,2018,2201,九鼎新材,2017.0
1.0,2019,300247,融捷健康,2018.0
0.0,2018,2201,九鼎新材,2018.0
0.0,2019,300247,融捷健康,2019.0
1.0,2020,2203,海亮股份,2019.0
4.0,2021,2205,国统股份,2017.0
3.0,2020,2249,大洋电机,2017.0
3.0,2021,2205,国统股份,2018.0
2.0,2020,2249,大洋电机,2018.0
2.0,2021,2205,国统股份,2019.0
1.0,2020,300306,远方信息,2019.0
1.0,2022,2207,准油股份,2021.0
0.0,2020,300306,远方信息,2020.0
3.0,2022,2211,ST 宏达,2019.0
3.0,2021,603300,华铁应急,2018.0
2.0,2022,2211,ST 宏达,2020.0
1.0,2022,2211,ST 宏达,2021.0
0.0,2021,603300,华铁应急,2021.0
0.0,2020,2213,大为股份,2020.0
2.0,2018,300056,三维丝,2016.0
3.0,2021,2217,合力泰,2018.0
1.0,2018,300163,先锋新材,2017.0
2.0,2021,2217,合力泰,2019.0
1.0,2021,2217,合力泰,2020.0
5.0,2023,2218,拓日新能,2018.0
4.0,2023,2218,拓日新能,2019.0
1.0,2019,716,黑芝麻,2018.0
4.0,2017,2219,恒康医疗,2013.0
4.0,2019,603555,贵人鸟,2015.0
1.0,2021,2220,天宝退,2020.0
3.0,2019,603555,贵人鸟,2016.0
3.0,2020,2221,东华能源,2017.0
2.0,2019,603555,贵人鸟,2017.0
2.0,2023,2224,三力士,2021.0
1.0,2023,2224,三力士,2022.0
1.0,2019,600671,天目药业,2018.0
7.0,2021,2228,合兴包装,2014.0
5.0,2019,300269,联建光电,2014.0
2.0,2021,2228,合兴包装,2019.0
4.0,2019,300269,联建光电,2015.0
1.0,2021,2228,合兴包装,2020.0
3.0,2019,300269,联建光电,2016.0
1.0,2020,2229,鸿博股份,2019.0
6.0,2022,662,天夏退,2016.0
0.0,2020,2229,鸿博股份,2020.0
1.0,2017,2231,奥维通信,2016.0
5.0,2017,2232,启明信息,2012.0
7.0,2019,600421,*ST 仰帆,2012.0
4.0,2017,2232,启明信息,2013.0
6.0,2019,600421,*ST 仰帆,2013.0
3.0,2017,2232,启明信息,2014.0
2.0,2017,2232,启明信息,2015.0
6.0,2021,2235,安妮股份,2015.0
3.0,2022,2237,恒邦股份,2019.0
2.0,2022,2237,恒邦股份,2020.0
1.0,2022,2237,恒邦股份,2021.0
3.0,2021,802,ST 北文,2018.0
1.0,2022,2239,奥特佳,2021.0
7.0,2021,600677,*ST 航通,2014.0
12.0,2021,2240,盛新锂能,2009.0
11.0,2021,2240,盛新锂能,2010.0
3.0,2022,600301,南化股份,2019.0
10.0,2021,2240,盛新锂能,2011.0
2.0,2022,600301,南化股份,2020.0
9.0,2021,2240,盛新锂能,2012.0
1.0,2022,600301,南化股份,2021.0
4.0,2021,2240,盛新锂能,2017.0
3.0,2019,603838,四通股份,2016.0
3.0,2021,2240,盛新锂能,2018.0
2.0,2019,603838,四通股份,2017.0
5.0,2021,2247,聚力文化,2016.0
1.0,2019,603838,四通股份,2018.0
4.0,2021,2247,聚力文化,2017.0
1.0,2021,688559,海目星,2020.0
3.0,2021,2247,聚力文化,2018.0
8.0,2023,601101,昊华能源,2015.0
0.0,2020,2249,大洋电机,2020.0
7.0,2023,601101,昊华能源,2016.0
1.0,2017,2251,步步高,2016.0
6.0,2023,601101,昊华能源,2017.0
3.0,2021,2252,上海莱士,2018.0
5.0,2023,601101,昊华能源,2018.0
2.0,2021,2252,上海莱士,2019.0
2.0,2019,600539,*ST 狮头,2017.0
1.0,2021,2252,上海莱士,2020.0
0.0,2021,2252,上海莱士,2021.0
3.0,2020,300242,佳云科技,2017.0
2.0,2020,2255,*ST 海陆,2018.0
1.0,2020,2366,台海核电,2019.0
1.0,2020,2255,*ST 海陆,2019.0
2.0,2020,2255,海陆重工,2018.0
2.0,2020,2259,*ST 升达,2018.0
3.0,2020,300147,香雪制药,2017.0
1.0,2022,2260,*ST 德奥,2021.0
0.0,2022,2260,*ST 德奥,2022.0
4.0,2020,2263,*ST 东南,2016.0
5.0,2020,600594,益佰制药,2015.0
3.0,2020,2263,*ST 东南,2017.0
4.0,2020,600594,益佰制药,2016.0
2.0,2020,2263,*ST 东南,2018.0
3.0,2020,600594,益佰制药,2017.0
1.0,2020,2263,*ST 东南,2019.0
2.0,2020,600594,益佰制药,2018.0
2.0,2023,2264,新华都,2021.0
2.0,2019,603758,秦安股份,2017.0
3.0,2023,2267,陕天然气,2020.0
1.0,2019,603758,秦安股份,2018.0
4.0,2019,2270,华明装备,2015.0
3.0,2021,2274,华昌化工,2018.0
2.0,2021,2274,华昌化工,2019.0
2.0,2017,2276,万马股份,2015.0
1.0,2017,2276,万马股份,2016.0
2.0,2020,150,宜华健康,2018.0
0.0,2017,2276,万马股份,2017.0
2.0,2022,688660,电气风电,2020.0
3.0,2019,2278,神开股份,2016.0
3.0,2020,2312,三泰控股,2017.0
8.0,2022,2279,久其软件,2014.0
7.0,2022,2279,久其软件,2015.0
6.0,2022,2279,久其软件,2016.0
5.0,2022,2279,久其软件,2017.0
4.0,2022,2279,久其软件,2018.0
2.0,2017,2280,联络互动,2015.0
4.0,2019,300350,华鹏飞,2015.0
1.0,2017,2280,联络互动,2016.0
3.0,2019,300350,华鹏飞,2016.0
0.0,2017,2280,联络互动,2017.0
2.0,2019,300350,华鹏飞,2017.0
2.0,2017,2281,光迅科技,2015.0
2.0,2023,757,浩物股份,2021.0
1.0,2017,2281,光迅科技,2016.0
0.0,2017,2281,光迅科技,2017.0
5.0,2018,600308,华泰股份,2013.0
1.0,2022,2284,亚太股份,2021.0
2.0,2022,2285,世联行,2020.0
2.0,2019,673,当代东方,2017.0
1.0,2022,2285,世联行,2021.0
2.0,2021,603729,ST 龙韵,2019.0
7.0,2021,2288,超华科技,2014.0
1.0,2020,2290,ST 中科创,2019.0
1.0,2018,2291,星期六,2017.0
2.0,2018,591,太阳能,2016.0
0.0,2021,2306,中科云网,2021.0
1.0,2018,591,太阳能,2017.0
0.0,2021,2309,中利集团,2021.0
2.0,2022,600653,申华控股,2020.0
2.0,2021,2310,东方园林,2019.0
1.0,2021,2310,东方园林,2020.0
2.0,2021,600856,ST 中天,2019.0
0.0,2021,2310,东方园林,2021.0
1.0,2021,600856,ST 中天,2020.0
5.0,2020,2312,三泰控股,2015.0
1.0,2021,603922,金鸿顺,2020.0
4.0,2020,2312,三泰控股,2016.0
1.0,2019,603976,正川股份,2018.0
3.0,2019,2313,日海智能,2016.0
0.0,2019,603976,正川股份,2019.0
4.0,2018,2316,亚联发展,2014.0
3.0,2020,2535,*ST 林重,2017.0
3.0,2018,2316,亚联发展,2015.0
1.0,2018,2316,亚联发展,2017.0
1.0,2021,2321,*ST 华英,2020.0
0.0,2021,2321,*ST 华英,2021.0
2.0,2017,2322,理工环科,2015.0
4.0,2019,2323,*ST 百特,2015.0
1.0,2020,600136,当代明诚,2019.0
3.0,2019,2323,*ST 百特,2016.0
1.0,2020,2324,普利特,2019.0
0.0,2020,2324,普利特,2020.0
1.0,2019,2325,洪涛股份,2018.0
4.0,2022,2431,棕榈股份,2018.0
0.0,2020,2326,永太科技,2020.0
2.0,2022,2431,棕榈股份,2020.0
1.0,2017,2328,新朋股份,2016.0
0.0,2017,2328,新朋股份,2017.0
1.0,2021,2329,皇氏集团,2020.0
5.0,2020,2159,三特索道,2015.0
3.0,2022,2331,皖通科技,2019.0
5.0,2022,300262,巴安水务,2017.0
2.0,2022,2331,皖通科技,2020.0
4.0,2022,300262,巴安水务,2018.0
1.0,2022,2331,皖通科技,2021.0
1.0,2019,2333,*ST 罗普,2018.0
6.0,2020,2335,科华恒盛,2014.0
5.0,2020,2335,科华恒盛,2015.0
3.0,2021,600251,冠农股份,2018.0
4.0,2020,2335,科华恒盛,2016.0
2.0,2018,300162,雷曼股份,2016.0
3.0,2020,2335,科华恒盛,2017.0
1.0,2021,600461,洪城环境,2020.0
2.0,2020,2335,科华恒盛,2018.0
1.0,2019,2336,*ST 人乐,2018.0
3.0,2020,300311,任子行,2017.0
2.0,2018,2338,奥普光电,2016.0
2.0,2020,300311,任子行,2018.0
1.0,2017,2339,积成电子,2016.0
3.0,2017,2340,格林美,2014.0
2.0,2020,200168,*ST 舜喆B,2018.0
4.0,2022,2341,新纶新材,2018.0
4.0,2021,600609,金杯汽车,2017.0
3.0,2022,2341,新纶新材,2019.0
3.0,2021,600609,金杯汽车,2018.0
2.0,2022,2341,新纶新材,2020.0
4.0,2021,600653,申华控股,2017.0
1.0,2018,2342,巨力索具,2017.0
3.0,2021,600653,申华控股,2018.0
1.0,2022,2346,柘中股份,2021.0
2.0,2020,600715,文投控股,2018.0
1.0,2018,2347,泰尔股份,2017.0
7.0,2022,663,永安林业,2015.0
0.0,2021,2348,高乐股份,2021.0
6.0,2022,663,永安林业,2016.0
1.0,2020,2349,精华制药,2019.0
5.0,2022,663,永安林业,2017.0
1.0,2019,2354,天神娱乐,2018.0
4.0,2022,663,永安林业,2018.0
2.0,2020,2355,兴民智通,2018.0
3.0,2022,663,永安林业,2019.0
1.0,2020,2355,兴民智通,2019.0
2.0,2022,663,永安林业,2020.0
4.0,2021,2356,*ST 赫美,2017.0
3.0,2021,2356,*ST 赫美,2018.0
0.0,2017,2357,富临运业,2017.0
1.0,2019,2358,森源电气,2018.0
1.0,2021,2359,北讯退,2020.0
1.0,2021,300392,腾信股份,2020.0
1.0,2017,2360,同德化工,2016.0
10.0,2020,2363,隆基机械,2010.0
9.0,2021,2270,华明装备,2012.0
2.0,2020,2363,隆基机械,2018.0
6.0,2021,2270,华明装备,2015.0
1.0,2020,2363,隆基机械,2019.0
0.0,2020,2364,中恒电气,2020.0
4.0,2022,300629,新劲刚,2018.0
4.0,2021,2366,台海核电,2017.0
3.0,2021,2366,台海核电,2018.0
1.0,2021,300182,捷成股份,2020.0
2.0,2021,2366,台海核电,2019.0
3.0,2021,600797,浙大网新,2018.0
1.0,2021,2366,台海核电,2020.0
2.0,2021,600797,浙大网新,2019.0
0.0,2021,2366,台海核电,2021.0
5.0,2021,2368,太极股份,2016.0
4.0,2021,2368,太极股份,2017.0
1.0,2021,813,德展健康,2020.0
3.0,2021,2368,太极股份,2018.0
0.0,2020,2369,卓翼科技,2020.0
2.0,2022,603991,至正股份,2020.0
5.0,2021,2370,亚太药业,2016.0
2.0,2020,600198,大唐电信,2018.0
4.0,2021,2370,亚太药业,2017.0
1.0,2019,2369,卓翼科技,2018.0
3.0,2021,2370,亚太药业,2018.0
2.0,2021,2370,亚太药业,2019.0
1.0,2022,603007,ST 花王,2021.0
0.0,2019,2374,丽鹏股份,2019.0
3.0,2020,2629,ST 仁智,2017.0
6.0,2021,2377,国创高新,2015.0
5.0,2021,2377,国创高新,2016.0
3.0,2022,603863,ST 松炀,2019.0
4.0,2021,2377,国创高新,2017.0
6.0,2022,2247,聚力文化,2016.0
3.0,2021,2377,国创高新,2018.0
5.0,2022,2247,聚力文化,2017.0
2.0,2021,2377,国创高新,2019.0
1.0,2021,2382,蓝帆医疗,2020.0
1.0,2022,2383,合众思壮,2021.0
1.0,2017,2387,黑牛食品,2016.0
0.0,2017,2387,黑牛食品,2017.0
1.0,2022,2388,新亚制程,2021.0
3.0,2019,2392,北京利尔,2016.0
0.0,2017,2396,星网锐捷,2017.0
1.0,2022,2397,梦洁股份,2021.0
3.0,2019,2399,海普瑞,2016.0
7.0,2022,600981,汇鸿集团,2015.0
2.0,2019,2399,海普瑞,2017.0
6.0,2022,600981,汇鸿集团,2016.0
1.0,2019,2399,海普瑞,2018.0
5.0,2022,600981,汇鸿集团,2017.0
0.0,2019,2399,海普瑞,2019.0
4.0,2022,600981,汇鸿集团,2018.0
1.0,2018,2400,省广集团,2017.0
3.0,2022,600981,汇鸿集团,2019.0
0.0,2018,2400,省广集团,2018.0
2.0,2022,600981,汇鸿集团,2020.0
1.0,2018,2404,嘉欣丝绸,2017.0
1.0,2019,600321,ST 正源,2018.0
1.0,2019,2407,多氟多,2018.0
2.0,2022,2408,齐翔腾达,2020.0
1.0,2022,2408,齐翔腾达,2021.0
6.0,2021,2411,延安必康,2015.0
6.0,2020,300093,金刚玻璃,2014.0
5.0,2021,2411,延安必康,2016.0
5.0,2020,300093,金刚玻璃,2015.0
4.0,2021,2411,延安必康,2017.0
4.0,2020,300093,金刚玻璃,2016.0
3.0,2021,2411,延安必康,2018.0
3.0,2020,300093,金刚玻璃,2017.0
2.0,2021,2411,延安必康,2019.0
2.0,2020,300093,金刚玻璃,2018.0
-20200000.0,2021,2411,延安必康,20202021.0
7.0,2022,2412,汉森制药,2015.0
6.0,2022,2412,汉森制药,2016.0
5.0,2022,2412,汉森制药,2017.0
4.0,2022,2412,汉森制药,2018.0
3.0,2022,2412,汉森制药,2019.0
2.0,2022,2412,汉森制药,2020.0
1.0,2019,300471,厚普股份,2018.0
1.0,2022,2412,汉森制药,2021.0
4.0,2021,2098,浔兴股份,2017.0
1.0,2020,2413,雷科防务,2019.0
3.0,2021,2098,浔兴股份,2018.0
2.0,2021,2418,康盛股份,2019.0
2.0,2021,2098,浔兴股份,2019.0
1.0,2021,2418,康盛股份,2020.0
3.0,2018,2420,毅昌股份,2015.0
1.0,2018,2420,毅昌股份,2017.0
2.0,2022,600462,ST 九有,2020.0
0.0,2018,2420,毅昌股份,2018.0
3.0,2021,2424,贵州百灵,2018.0
2.0,2021,2424,贵州百灵,2019.0
2.0,2022,300182,捷成股份,2020.0
1.0,2021,2424,贵州百灵,2020.0
3.0,2020,300288,朗玛信息,2017.0
0.0,2021,2424,贵州百灵,2021.0
2.0,2022,2515,金字火腿,2020.0
2.0,2021,2426,胜利精密,2019.0
5.0,2021,2427,ST 尤夫,2016.0
0.0,2022,2087,新野纺织,2022.0
4.0,2021,2427,ST 尤夫,2017.0
3.0,2021,2427,ST 尤夫,2018.0
2.0,2021,600152,维科技术,2019.0
5.0,2020,2429,兆驰股份,2015.0
4.0,2022,300449,汉邦高科,2018.0
4.0,2020,2429,兆驰股份,2016.0
3.0,2022,300449,汉邦高科,2019.0
3.0,2020,2429,兆驰股份,2017.0
2.0,2022,300449,汉邦高科,2020.0
2.0,2020,2429,兆驰股份,2018.0
1.0,2020,2429,兆驰股份,2019.0
1.0,2022,2431,棕榈股份,2021.0
0.0,2022,2431,棕榈股份,2022.0
2.0,2019,408,藏格控股,2017.0
0.0,2022,2432,九安医疗,2022.0
1.0,2019,408,藏格控股,2018.0
3.0,2022,2433,太安堂,2019.0
2.0,2020,2656,ST 摩登,2018.0
2.0,2022,2433,太安堂,2020.0
4.0,2022,523,广州浪奇,2018.0
3.0,2022,2435,长江健康,2019.0
3.0,2022,523,广州浪奇,2019.0
2.0,2022,2435,长江健康,2020.0
3.0,2020,600387,海越能源,2017.0
1.0,2017,2439,启明星辰,2016.0
5.0,2023,2442,龙星化工,2018.0
4.0,2023,2442,龙星化工,2019.0
1.0,2020,2213,大为股份,2019.0
3.0,2023,2442,龙星化工,2020.0
