time_difference,公告日期,证券代码,证券简称,违规年度
2.0,2019,600518,ST 康美,2017.0
1.0,2023,2852,道道全,2022.0
1.0,2019,600518,ST 康美,2018.0
3.0,2022,2856,美芝股份,2019.0
2.0,2021,300464,星徽股份,2019.0
2.0,2022,2856,美芝股份,2020.0
1.0,2021,300464,星徽股份,2020.0
1.0,2022,2856,美芝股份,2021.0
2.0,2022,600804,ST 鹏博士,2020.0
2.0,2019,2869,金溢科技,2017.0
2.0,2022,700,模塑科技,2020.0
1.0,2019,2869,金溢科技,2018.0
1.0,2022,2776,ST 柏龙,2021.0
0.0,2019,2869,金溢科技,2019.0
4.0,2020,2872,*ST 天圣,2016.0
6.0,2018,601377,兴业证券,2012.0
3.0,2020,2872,*ST 天圣,2017.0
2.0,2019,300331,苏大维格,2017.0
2.0,2020,2872,*ST 天圣,2018.0
1.0,2019,300331,苏大维格,2018.0
1.0,2023,2875,安奈儿,2022.0
2.0,2022,2885,京泉华,2020.0
3.0,2022,2893,华通热力,2019.0
2.0,2022,2893,华通热力,2020.0
1.0,2022,2893,华通热力,2021.0
1.0,2022,2915,中欣氟材,2021.0
2.0,2019,506,中润资源,2017.0
1.0,2022,2919,名臣健康,2021.0
2.0,2021,600146,*ST 环球,2019.0
3.0,2018,2926,华西证券,2015.0
2.0,2022,601727,上海电气,2020.0
2.0,2018,2926,华西证券,2016.0
2.0,2020,2260,*ST 德奥,2018.0
1.0,2019,2927,泰永长征,2018.0
1.0,2020,2260,*ST 德奥,2019.0
2.0,2023,2928,华夏航空,2021.0
1.0,2018,587,金洲慈航,2017.0
5.0,2021,2943,宇晶股份,2016.0
5.0,2020,600830,香溢融通,2015.0
0.0,2021,2956,西麦食品,2021.0
4.0,2020,600830,香溢融通,2016.0
1.0,2022,2957,科瑞技术,2021.0
3.0,2020,600830,香溢融通,2017.0
3.0,2022,2960,青鸟消防,2019.0
2.0,2020,600830,香溢融通,2018.0
2.0,2022,2960,青鸟消防,2020.0
1.0,2022,2960,青鸟消防,2021.0
4.0,2020,663,*ST 永林,2016.0
0.0,2022,2960,青鸟消防,2022.0
3.0,2020,663,*ST 永林,2017.0
3.0,2023,2962,五方光电,2020.0
3.0,2020,600847,万里股份,2017.0
2.0,2023,2962,五方光电,2021.0
2.0,2020,600847,万里股份,2018.0
1.0,2023,2962,五方光电,2022.0
1.0,2020,600847,万里股份,2019.0
1.0,2020,2970,锐明技术,2019.0
4.0,2020,2984,森麒麟,2016.0
2.0,2021,410,*ST 沈机,2019.0
3.0,2020,2984,森麒麟,2017.0
2.0,2020,2984,森麒麟,2018.0
3.0,2022,300393,中来股份,2019.0
1.0,2021,2992,宝明科技,2020.0
1.0,2023,3004,声迅股份,2022.0
1.0,2022,3012,东鹏控股,2021.0
0.0,2021,3017,大洋生物,2021.0
3.0,2020,200168,*ST 舜喆B,2017.0
5.0,2022,200468,宁通信B,2017.0
1.0,2021,2411,延安必康,2020.0
4.0,2022,200468,宁通信B,2018.0
0.0,2021,2411,延安必康,2021.0
3.0,2022,200468,宁通信B,2019.0
2.0,2021,300001,特锐德,2019.0
4.0,2020,300004,南风股份,2016.0
3.0,2020,300004,南风股份,2017.0
2.0,2020,300004,南风股份,2018.0
1.0,2017,300006,莱美药业,2016.0
8.0,2021,300008,天海防务,2013.0
6.0,2021,300008,天海防务,2015.0
4.0,2018,300269,联建光电,2014.0
4.0,2021,300008,天海防务,2017.0
3.0,2018,300269,联建光电,2015.0
3.0,2021,300008,天海防务,2018.0
2.0,2018,300269,联建光电,2016.0
3.0,2021,300010,豆神教育,2018.0
1.0,2018,300269,联建光电,2017.0
2.0,2021,300010,豆神教育,2019.0
4.0,2019,600321,*ST 正源,2015.0
1.0,2021,300010,豆神教育,2020.0
3.0,2019,600321,*ST 正源,2016.0
5.0,2021,300013,新宁物流,2016.0
2.0,2019,600321,*ST 正源,2017.0
4.0,2021,300013,新宁物流,2017.0
3.0,2021,300013,新宁物流,2018.0
3.0,2020,600086,*ST 金钰,2017.0
2.0,2021,300013,新宁物流,2019.0
3.0,2021,300020,银江股份,2018.0
1.0,2020,670,*ST 盈方,2019.0
2.0,2021,300020,银江股份,2019.0
3.0,2019,600256,广汇能源,2016.0
1.0,2021,300020,银江股份,2020.0
5.0,2022,601020,华钰矿业,2017.0
0.0,2021,300022,吉峰科技,2021.0
4.0,2022,601020,华钰矿业,2018.0
2.0,2017,300023,宝德股份,2015.0
1.0,2017,300023,宝德股份,2016.0
1.0,2021,300024,机器人,2020.0
1.0,2018,300025,华星创业,2017.0
0.0,2020,300026,红日药业,2020.0
6.0,2018,2538,司尔特,2012.0
1.0,2022,300027,华谊兄弟,2021.0
3.0,2017,300028,金亚科技,2014.0
6.0,2018,600289,*ST 信通,2012.0
2.0,2017,300028,金亚科技,2015.0
5.0,2018,600289,*ST 信通,2013.0
3.0,2021,300029,*ST 天龙,2018.0
4.0,2018,600289,*ST 信通,2014.0
1.0,2021,300029,*ST 天龙,2020.0
3.0,2018,600289,*ST 信通,2015.0
0.0,2021,300029,*ST 天龙,2021.0
2.0,2018,600289,*ST 信通,2016.0
0.0,2020,300031,宝通科技,2020.0
3.0,2021,300032,金龙机电,2018.0
9.0,2022,892,欢瑞世纪,2013.0
2.0,2021,300032,金龙机电,2019.0
8.0,2022,892,欢瑞世纪,2014.0
1.0,2021,300032,金龙机电,2020.0
7.0,2022,892,欢瑞世纪,2015.0
0.0,2017,300033,同花顺,2017.0
3.0,2020,300037,新宙邦,2017.0
2.0,2020,300037,新宙邦,2018.0
1.0,2020,300037,新宙邦,2019.0
2.0,2021,300038,ST 数知,2019.0
0.0,2019,300041,回天新材,2019.0
2.0,2017,300042,朗科科技,2015.0
2.0,2022,300043,星辉娱乐,2020.0
1.0,2021,300044,*ST 赛为,2020.0
1.0,2022,300047,天源迪科,2021.0
3.0,2021,300048,合康新能,2018.0
2.0,2021,300048,合康新能,2019.0
3.0,2019,600227,圣济堂,2016.0
1.0,2021,300048,合康新能,2020.0
5.0,2022,300050,世纪鼎利,2017.0
3.0,2022,300050,世纪鼎利,2019.0
3.0,2020,835,长城动漫,2017.0
2.0,2022,300050,世纪鼎利,2020.0
2.0,2022,688020,方邦股份,2020.0
2.0,2017,300051,三五互联,2015.0
1.0,2022,688020,方邦股份,2021.0
1.0,2017,300051,三五互联,2016.0
0.0,2017,300051,三五互联,2017.0
0.0,2022,300052,中青宝,2022.0
4.0,2022,300053,欧比特,2018.0
2.0,2020,300242,佳云科技,2018.0
0.0,2022,300053,欧比特,2022.0
6.0,2022,2426,胜利精密,2016.0
3.0,2019,300054,鼎龙股份,2016.0
5.0,2022,2426,胜利精密,2017.0
2.0,2019,300054,鼎龙股份,2017.0
4.0,2022,2426,胜利精密,2018.0
2.0,2019,300055,万邦达,2017.0
1.0,2021,300410,正业科技,2020.0
1.0,2019,300055,万邦达,2018.0
5.0,2021,300094,国联水产,2016.0
3.0,2019,300056,三维丝,2016.0
4.0,2021,300094,国联水产,2017.0
2.0,2017,300058,蓝色光标,2015.0
2.0,2022,300061,旗天科技,2020.0
1.0,2022,300061,旗天科技,2021.0
1.0,2018,600651,飞乐音响,2017.0
1.0,2018,300062,中能电气,2017.0
2.0,2020,2512,达华智能,2018.0
3.0,2021,300063,天龙集团,2018.0
1.0,2020,2512,达华智能,2019.0
2.0,2021,300063,天龙集团,2019.0
1.0,2021,300063,天龙集团,2020.0
4.0,2021,300064,*ST 金刚,2017.0
3.0,2021,300064,*ST 金刚,2018.0
2.0,2021,300064,*ST 金刚,2019.0
1.0,2021,300064,*ST 金刚,2020.0
1.0,2021,300068,南都电源,2020.0
2.0,2022,300069,金利华电,2020.0
1.0,2022,300069,金利华电,2021.0
1.0,2021,300070,碧水源,2020.0
2.0,2020,300071,华谊嘉信,2018.0
4.0,2020,300072,三聚环保,2016.0
5.0,2021,300074,华平股份,2016.0
4.0,2021,300074,华平股份,2017.0
7.0,2022,2500,山西证券,2015.0
3.0,2021,300074,华平股份,2018.0
3.0,2021,2291,星期六,2018.0
1.0,2017,300076,GQY视讯,2016.0
2.0,2021,2291,星期六,2019.0
4.0,2021,300077,国民技术,2017.0
3.0,2018,600318,新力金融,2015.0
0.0,2020,300078,思创医惠,2020.0
5.0,2019,300079,数码科技,2014.0
3.0,2020,2629,*ST 仁智,2017.0
0.0,2021,300080,易成新能,2021.0
4.0,2021,2329,皇氏集团,2017.0
2.0,2020,300081,恒信东方,2018.0
3.0,2021,2329,皇氏集团,2018.0
3.0,2022,300083,创世纪,2019.0
0.0,2021,688051,佳华科技,2021.0
2.0,2022,300083,创世纪,2020.0
3.0,2019,600525,长园集团,2016.0
1.0,2022,300083,创世纪,2021.0
2.0,2019,600525,长园集团,2017.0
1.0,2022,300084,海默科技,2021.0
3.0,2022,300526,中潜股份,2019.0
1.0,2020,300085,银之杰,2019.0
1.0,2019,300086,康芝药业,2018.0
4.0,2018,300087,荃银高科,2014.0
3.0,2018,300087,荃银高科,2015.0
2.0,2018,300087,荃银高科,2016.0
2.0,2023,2499,*ST 科林,2021.0
1.0,2020,300089,文化长城,2019.0
4.0,2020,600525,长园集团,2016.0
0.0,2020,300089,文化长城,2020.0
3.0,2020,600525,长园集团,2017.0
5.0,2021,300090,盛运退,2016.0
0.0,2017,300092,科新机电,2017.0
6.0,2022,300093,金刚玻璃,2016.0
5.0,2022,300093,金刚玻璃,2017.0
4.0,2022,300093,金刚玻璃,2018.0
1.0,2020,300094,国联水产,2019.0
2.0,2021,2663,普邦股份,2019.0
3.0,2019,18,神州长城,2016.0
2.0,2019,18,神州长城,2017.0
5.0,2019,300189,神农科技,2014.0
4.0,2019,300189,神农科技,2015.0
3.0,2019,300189,神农科技,2016.0
3.0,2022,2759,天际股份,2019.0
8.0,2023,2501,利源精制,2015.0
7.0,2023,2501,利源精制,2016.0
6.0,2023,2501,利源精制,2017.0
5.0,2023,2501,利源精制,2018.0
6.0,2019,693,*ST 华泽,2013.0
5.0,2019,693,*ST 华泽,2014.0
6.0,2020,600281,太化股份,2014.0
5.0,2020,2450,*ST 康得,2015.0
4.0,2020,2450,*ST 康得,2016.0
3.0,2020,2450,*ST 康得,2017.0
2.0,2020,2450,*ST 康得,2018.0
4.0,2019,670,*ST 盈方,2015.0
3.0,2021,300530,达志科技,2018.0
2.0,2021,300530,达志科技,2019.0
2.0,2019,971,*ST 高升,2017.0
1.0,2019,971,*ST 高升,2018.0
8.0,2021,300096,易联众,2013.0
7.0,2021,300096,易联众,2014.0
6.0,2021,300096,易联众,2015.0
2.0,2022,300089,ST 文化,2020.0
5.0,2020,603111,康尼机电,2015.0
4.0,2020,603111,康尼机电,2016.0
3.0,2020,603111,康尼机电,2017.0
5.0,2020,2473,ST 圣莱,2015.0
4.0,2020,2473,ST 圣莱,2016.0
4.0,2019,300131,英唐智控,2015.0
3.0,2019,300131,英唐智控,2016.0
2.0,2019,300131,英唐智控,2017.0
2.0,2022,600835,上海机电,2020.0
3.0,2021,300424,航新科技,2018.0
2.0,2021,300424,航新科技,2019.0
1.0,2021,300424,航新科技,2020.0
3.0,2018,511,*ST 烯碳,2015.0
3.0,2018,2490,*ST 墨龙,2015.0
2.0,2018,2490,*ST 墨龙,2016.0
3.0,2019,600706,曲江文旅,2016.0
5.0,2022,2740,爱迪尔,2017.0
4.0,2022,2740,爱迪尔,2018.0
2.0,2020,300089,文化长城,2018.0
2.0,2019,600112,ST 天成,2017.0
1.0,2019,600112,ST 天成,2018.0
1.0,2021,603268,松发股份,2020.0
0.0,2021,603268,松发股份,2021.0
3.0,2022,600242,*ST 中昌,2019.0
1.0,2018,600382,广东明珠,2017.0
1.0,2022,688388,嘉元科技,2021.0
8.0,2019,600293,三峡新材,2011.0
7.0,2019,600293,三峡新材,2012.0
2.0,2023,300506,名家汇,2021.0
5.0,2022,300008,天海防务,2017.0
5.0,2020,2496,*ST 辉丰,2015.0
5.0,2020,10,美丽生态,2015.0
2.0,2021,600260,凯乐科技,2019.0
2.0,2020,600083,*ST 博信,2018.0
2.0,2022,600532,ST 未来,2020.0
1.0,2022,600532,ST 未来,2021.0
4.0,2022,600589,ST 榕泰,2018.0
5.0,2021,892,欢瑞世纪,2016.0
7.0,2019,600227,圣济堂,2012.0
4.0,2019,600227,圣济堂,2015.0
2.0,2019,600227,圣济堂,2017.0
1.0,2019,600227,圣济堂,2018.0
6.0,2018,600421,ST 仰帆,2012.0
2.0,2021,603157,*ST 拉夏,2019.0
1.0,2021,603157,*ST 拉夏,2020.0
0.0,2021,603157,*ST 拉夏,2021.0
5.0,2022,662,天夏退,2017.0
4.0,2022,662,天夏退,2018.0
1.0,2020,2473,ST 圣莱,2019.0
0.0,2020,2473,ST 圣莱,2020.0
6.0,2022,600260,*ST 凯乐,2016.0
5.0,2022,600260,*ST 凯乐,2017.0
4.0,2022,600260,*ST 凯乐,2018.0
3.0,2022,600260,*ST 凯乐,2019.0
2.0,2022,600260,*ST 凯乐,2020.0
3.0,2022,603268,松发股份,2019.0
2.0,2022,603268,松发股份,2020.0
1.0,2022,603268,松发股份,2021.0
5.0,2021,300008,天海防务,2016.0
5.0,2020,636,风华高科,2015.0
4.0,2020,636,风华高科,2016.0
9.0,2022,300505,川金诺,2013.0
8.0,2022,300505,川金诺,2014.0
7.0,2022,300505,川金诺,2015.0
6.0,2022,300505,川金诺,2016.0
5.0,2022,300505,川金诺,2017.0
4.0,2022,300505,川金诺,2018.0
2.0,2020,600666,ST 瑞德,2018.0
1.0,2019,600830,香溢融通,2018.0
1.0,2019,2742,三圣股份,2018.0
3.0,2021,300325,*ST 德威,2018.0
2.0,2021,300325,*ST 德威,2019.0
1.0,2021,300325,*ST 德威,2020.0
3.0,2021,2005,ST 德豪,2018.0
2.0,2021,2005,ST 德豪,2019.0
8.0,2019,2181,粤传媒,2011.0
7.0,2019,2181,粤传媒,2012.0
6.0,2019,2181,粤传媒,2013.0
5.0,2019,2181,粤传媒,2014.0
5.0,2021,600807,济南高新,2016.0
4.0,2021,600807,济南高新,2017.0
6.0,2022,600816,ST 安信,2016.0
5.0,2022,600816,ST 安信,2017.0
3.0,2022,600816,ST 安信,2019.0
2.0,2022,600816,ST 安信,2020.0
1.0,2022,600816,ST 安信,2021.0
3.0,2021,2836,新宏泽,2018.0
5.0,2021,600978,*ST 宜生,2016.0
4.0,2021,600978,*ST 宜生,2017.0
3.0,2021,600978,*ST 宜生,2018.0
2.0,2021,600978,*ST 宜生,2019.0
5.0,2022,300313,ST 天山,2017.0
4.0,2022,300313,ST 天山,2018.0
4.0,2019,636,风华高科,2015.0
3.0,2019,636,风华高科,2016.0
2.0,2019,636,风华高科,2017.0
1.0,2019,636,风华高科,2018.0
4.0,2021,2586,*ST 围海,2017.0
3.0,2021,2586,*ST 围海,2018.0
2.0,2021,2586,*ST 围海,2019.0
1.0,2021,2586,*ST 围海,2020.0
0.0,2021,2586,*ST 围海,2021.0
7.0,2020,300216,千山退,2013.0
5.0,2020,300216,千山退,2015.0
4.0,2020,300216,千山退,2016.0
3.0,2020,300216,千山退,2017.0
2.0,2020,300216,千山退,2018.0
1.0,2020,300216,千山退,2019.0
1.0,2020,2249,大洋电机,2019.0
2.0,2018,2070,*ST 众和,2016.0
1.0,2018,2070,*ST 众和,2017.0
1.0,2022,300256,*ST 星星,2021.0
4.0,2020,2766,ST 索菱,2016.0
3.0,2020,2766,ST 索菱,2017.0
2.0,2020,2766,ST 索菱,2018.0
1.0,2020,2836,新宏泽,2019.0
0.0,2020,2836,新宏泽,2020.0
3.0,2020,408,*ST 藏格,2017.0
2.0,2020,408,*ST 藏格,2018.0
1.0,2020,408,*ST 藏格,2019.0
6.0,2022,688086,*ST 紫晶,2016.0
5.0,2022,688086,*ST 紫晶,2017.0
4.0,2022,688086,*ST 紫晶,2018.0
3.0,2022,688086,*ST 紫晶,2019.0
4.0,2021,971,*ST 高升,2017.0
3.0,2021,971,*ST 高升,2018.0
2.0,2021,971,*ST 高升,2019.0
9.0,2022,600654,ST 中安,2013.0
8.0,2022,600654,ST 中安,2014.0
7.0,2022,600654,ST 中安,2015.0
6.0,2022,600654,ST 中安,2016.0
5.0,2022,600654,ST 中安,2017.0
4.0,2022,600654,ST 中安,2018.0
3.0,2022,600654,ST 中安,2019.0
2.0,2022,600654,ST 中安,2020.0
1.0,2022,600654,ST 中安,2021.0
0.0,2022,600654,ST 中安,2022.0
4.0,2020,150,宜华健康,2016.0
3.0,2020,150,宜华健康,2017.0
1.0,2020,150,宜华健康,2019.0
6.0,2022,600666,*ST 瑞德,2016.0
5.0,2022,600666,*ST 瑞德,2017.0
4.0,2022,600666,*ST 瑞德,2018.0
4.0,2022,2485,*ST 雪发,2018.0
3.0,2022,2485,*ST 雪发,2019.0
2.0,2020,300173,智慧松德,2018.0
1.0,2020,300173,智慧松德,2019.0
10.0,2022,2776,ST 柏龙,2012.0
9.0,2022,2776,ST 柏龙,2013.0
8.0,2022,2776,ST 柏龙,2014.0
7.0,2022,2776,ST 柏龙,2015.0
6.0,2022,2776,ST 柏龙,2016.0
5.0,2022,2776,ST 柏龙,2017.0
4.0,2022,2776,ST 柏龙,2018.0
3.0,2022,2776,ST 柏龙,2019.0
2.0,2022,2776,ST 柏龙,2020.0
2.0,2021,300526,中潜股份,2019.0
3.0,2018,2473,*ST 圣莱,2015.0
3.0,2018,600610,*ST 毅达,2015.0
2.0,2018,600610,*ST 毅达,2016.0
1.0,2018,600610,*ST 毅达,2017.0
2.0,2022,600767,运盛医疗,2020.0
4.0,2021,300152,科融环境,2017.0
3.0,2021,300431,暴风退,2018.0
8.0,2022,2164,宁波东力,2014.0
7.0,2022,2164,宁波东力,2015.0
6.0,2022,2164,宁波东力,2016.0
5.0,2022,2164,宁波东力,2017.0
4.0,2022,2164,宁波东力,2018.0
6.0,2022,300089,ST 文化,2016.0
5.0,2022,300089,ST 文化,2017.0
4.0,2022,600734,ST 实达,2018.0
4.0,2018,519,中兵红箭,2014.0
3.0,2018,519,中兵红箭,2015.0
2.0,2018,519,中兵红箭,2016.0
1.0,2019,2501,利源精制,2018.0
4.0,2020,2069,獐子岛,2016.0
3.0,2020,2069,獐子岛,2017.0
5.0,2018,600651,飞乐音响,2013.0
4.0,2018,600651,飞乐音响,2014.0
8.0,2021,600634,退市富控,2013.0
7.0,2021,600634,退市富控,2014.0
6.0,2021,600634,退市富控,2015.0
5.0,2021,600634,退市富控,2016.0
4.0,2021,600634,退市富控,2017.0
4.0,2018,600654,*ST 中安,2014.0
3.0,2018,600654,*ST 中安,2015.0
3.0,2020,300152,科融环境,2017.0
6.0,2022,600090,*ST 济堂,2016.0
5.0,2022,600090,*ST 济堂,2017.0
4.0,2022,600090,*ST 济堂,2018.0
3.0,2022,600090,*ST 济堂,2019.0
2.0,2022,600090,*ST 济堂,2020.0
3.0,2019,2086,ST 东海洋,2016.0
2.0,2019,2086,ST 东海洋,2017.0
1.0,2019,2086,ST 东海洋,2018.0
0.0,2019,2086,ST 东海洋,2019.0
3.0,2022,600589,ST 榕泰,2019.0
2.0,2022,600589,ST 榕泰,2020.0
1.0,2021,2291,星期六,2020.0
6.0,2019,892,欢瑞世纪,2013.0
5.0,2019,892,欢瑞世纪,2014.0
4.0,2019,892,欢瑞世纪,2015.0
3.0,2019,892,欢瑞世纪,2016.0
6.0,2022,600978,*ST 宜生,2016.0
5.0,2022,600978,*ST 宜生,2017.0
4.0,2022,600978,*ST 宜生,2018.0
3.0,2022,600978,*ST 宜生,2019.0
3.0,2018,566,海南海药,2015.0
2.0,2018,566,海南海药,2016.0
1.0,2018,566,海南海药,2017.0
0.0,2018,566,海南海药,2018.0
5.0,2018,600806,*ST 昆机,2013.0
4.0,2018,600806,*ST 昆机,2014.0
3.0,2018,600806,*ST 昆机,2015.0
2.0,2018,2473,*ST 圣莱,2016.0
1.0,2022,2499,*ST 科林,2021.0
0.0,2022,2499,*ST 科林,2022.0
12.0,2021,839,中信国安,2009.0
6.0,2019,600891,秋林集团,2013.0
5.0,2019,600891,秋林集团,2014.0
4.0,2019,600891,秋林集团,2015.0
3.0,2019,600891,秋林集团,2016.0
2.0,2019,600891,秋林集团,2017.0
1.0,2019,600891,秋林集团,2018.0
5.0,2022,2383,合众思壮,2017.0
4.0,2022,2383,合众思壮,2018.0
3.0,2022,2383,合众思壮,2019.0
2.0,2022,2383,合众思壮,2020.0
2.0,2019,835,长城动漫,2017.0
1.0,2019,835,长城动漫,2018.0
0.0,2019,835,长城动漫,2019.0
3.0,2019,2122,*ST 天马,2016.0
2.0,2019,2122,*ST 天马,2017.0
1.0,2019,2122,*ST 天马,2018.0
1.0,2022,300495,*ST 美尚,2021.0
4.0,2021,600226,ST 瀚叶,2017.0
3.0,2021,600226,ST 瀚叶,2018.0
2.0,2021,600226,ST 瀚叶,2019.0
4.0,2021,2141,贤丰控股,2017.0
5.0,2022,600086,退市金钰,2017.0
4.0,2018,600918,中泰证券,2014.0
3.0,2018,600918,中泰证券,2015.0
2.0,2018,600918,中泰证券,2016.0
-3.0,2019,2181,粤传媒,2022.0
4.0,2022,600518,ST 康美,2018.0
3.0,2022,600518,ST 康美,2019.0
2.0,2022,600518,ST 康美,2020.0
6.0,2022,600525,长园集团,2016.0
5.0,2022,600525,长园集团,2017.0
4.0,2022,600525,长园集团,2018.0
6.0,2021,600677,*ST 航通,2015.0
2.0,2021,600677,*ST 航通,2019.0
7.0,2018,2181,粤传媒,2011.0
6.0,2018,2181,粤传媒,2012.0
5.0,2018,2181,粤传媒,2013.0
4.0,2022,600532,ST 未来,2018.0
3.0,2022,600532,ST 未来,2019.0
9.0,2019,600399,ST 抚钢,2010.0
8.0,2019,600399,ST 抚钢,2011.0
7.0,2019,600399,ST 抚钢,2012.0
6.0,2019,600399,ST 抚钢,2013.0
5.0,2019,600399,ST 抚钢,2014.0
4.0,2019,600399,ST 抚钢,2015.0
3.0,2019,600399,ST 抚钢,2016.0
2.0,2019,600399,ST 抚钢,2017.0
1.0,2020,2586,*ST 围海,2019.0
3.0,2021,600589,ST 榕泰,2018.0
2.0,2021,600589,ST 榕泰,2019.0
4.0,2019,7,全新好,2015.0
5.0,2021,300089,文化长城,2016.0
4.0,2021,300089,文化长城,2017.0
3.0,2021,300089,文化长城,2018.0
6.0,2022,688555,泽达易盛,2016.0
5.0,2022,688555,泽达易盛,2017.0
4.0,2022,688555,泽达易盛,2018.0
3.0,2022,688555,泽达易盛,2019.0
2.0,2022,688555,泽达易盛,2020.0
1.0,2022,688555,泽达易盛,2021.0
4.0,2020,939,*ST 凯迪,2016.0
3.0,2020,939,*ST 凯迪,2017.0
2.0,2020,939,*ST 凯迪,2018.0
7.0,2022,600093,*ST 易见,2015.0
6.0,2022,600093,*ST 易见,2016.0
5.0,2022,600093,*ST 易见,2017.0
4.0,2022,600093,*ST 易见,2018.0
3.0,2022,600093,*ST 易见,2019.0
2.0,2022,600093,*ST 易见,2020.0
4.0,2019,600807,ST 天业,2015.0
3.0,2019,600807,ST 天业,2016.0
2.0,2019,600807,ST 天业,2017.0
1.0,2019,600807,ST 天业,2018.0
7.0,2020,600634,*ST 富控,2013.0
6.0,2020,600634,*ST 富控,2014.0
5.0,2020,600634,*ST 富控,2015.0
4.0,2020,600634,*ST 富控,2016.0
3.0,2020,600634,*ST 富控,2017.0
2.0,2022,603157,退市拉夏,2020.0
6.0,2021,300216,千山退,2015.0
5.0,2021,300216,千山退,2016.0
4.0,2021,300216,千山退,2017.0
3.0,2021,600634,退市富控,2018.0
7.0,2018,2551,尚荣医疗,2011.0
6.0,2018,2551,尚荣医疗,2012.0
-87.0,2019,892,欢瑞世纪,2106.0
11.0,2021,600399,抚顺特钢,2010.0
10.0,2021,600399,抚顺特钢,2011.0
9.0,2021,600399,抚顺特钢,2012.0
8.0,2021,600399,抚顺特钢,2013.0
7.0,2021,600399,抚顺特钢,2014.0
6.0,2021,600399,抚顺特钢,2015.0
5.0,2021,600399,抚顺特钢,2016.0
6.0,2022,587,*ST 金洲,2016.0
5.0,2022,587,*ST 金洲,2017.0
4.0,2022,587,*ST 金洲,2018.0
4.0,2019,10,*ST 美丽,2015.0
4.0,2019,2181,粤传媒,2015.0
5.0,2022,300064,金刚退,2017.0
4.0,2022,300064,金刚退,2018.0
3.0,2022,300064,金刚退,2019.0
5.0,2021,600518,*ST 康美,2016.0
4.0,2021,600518,*ST 康美,2017.0
3.0,2021,600518,*ST 康美,2018.0
5.0,2021,600518,ST 康美,2016.0
4.0,2021,600518,ST 康美,2017.0
3.0,2021,600518,ST 康美,2018.0
5.0,2021,300064,*ST 金刚,2016.0
6.0,2019,600654,*ST 中安,2013.0
14.0,2021,300104,乐视退,2007.0
13.0,2021,300104,乐视退,2008.0
12.0,2021,300104,乐视退,2009.0
11.0,2021,300104,乐视退,2010.0
10.0,2021,300104,乐视退,2011.0
9.0,2021,300104,乐视退,2012.0
8.0,2021,300104,乐视退,2013.0
7.0,2021,300104,乐视退,2014.0
6.0,2021,300104,乐视退,2015.0
5.0,2021,300104,乐视退,2016.0
